"game_id","season","team_id","group_quantity","group_id","group_name","opponent_team_id","is_home","game_date","min","plus_minus","pts","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","reb","ast","tov","stl","blk","pf","last_updated_at"
"0022500760","2025-26",1610612750,5,"-203497-203944-1630162-1630183-1630538-","Gobert; Randle; Edwards; McDaniels; Hyland",1610612746,True,"2026-02-08","1.75",0,5,2,2,"1.0",0,0,"0.0",1,3,"0.333",2,0,0,0,0,0,"2026-02-18 09:35:02.334366-06"
"0022500760","2025-26",1610612750,5,"-203497-203944-1629675-1630162-1630245-","Gobert; Randle; Reid; Edwards; Dosunmu",1610612746,True,"2026-02-08","1.75",2,4,2,4,"0.5",0,1,"0.0",0,0,"0.0",1,2,1,0,1,0,"2026-02-18 09:35:02.334366-06"
"0022500760","2025-26",1610612750,5,"-203497-1629675-1630162-1630183-1630245-","Gobert; Reid; Edwards; McDaniels; Dosunmu",1610612746,True,"2026-02-08","1.6",-3,0,0,1,"0.0",0,0,"0.0",0,0,"0.0",2,0,1,0,0,0,"2026-02-18 09:35:02.334366-06"
"0022500486","2025-26",1610612750,5,"-203944-1628978-1629675-1630162-1630538-","Randle; DiVincenzo; Reid; Edwards; Hyland",1610612748,False,"2026-01-03","0.833333",4,4,1,1,"1.0",0,0,"0.0",2,2,"1.0",0,1,0,0,0,1,"2026-02-18 09:33:32.677518-06"
"0022500463","2025-26",1610612750,5,"-203497-203944-1628978-1630162-1641740-","Gobert; Randle; DiVincenzo; Edwards; Clark",1610612737,False,"2025-12-31","4.083333",-1,8,3,10,"0.3",0,3,"0.0",2,2,"1.0",5,3,2,2,1,0,"2026-02-18 09:33:28.53365-06"
"0022500463","2025-26",1610612750,5,"-204060-1630548-1631159-1642265-1642866-","Ingles; Juzang; Miller; Dillingham; Beringer",1610612737,False,"2025-12-31","3.683333",1,10,4,6,"0.667",2,3,"0.667",0,0,"0.0",3,2,1,0,0,0,"2026-02-18 09:33:28.53365-06"
"0022500463","2025-26",1610612750,5,"-201144-203497-1629675-1630162-1641740-","Conley; Gobert; Reid; Edwards; Clark",1610612737,False,"2025-12-31","3.65",-5,2,1,7,"0.143",0,5,"0.0",0,0,"0.0",4,0,1,1,0,1,"2026-02-18 09:33:28.53365-06"
"0022500463","2025-26",1610612750,5,"-203497-203944-1628978-1629675-1630162-","Gobert; Randle; DiVincenzo; Reid; Edwards",1610612737,False,"2025-12-31","2.9",-4,7,3,5,"0.6",1,2,"0.5",0,0,"0.0",2,2,1,0,0,0,"2026-02-18 09:33:28.53365-06"
"0022500463","2025-26",1610612750,5,"-201144-203497-1629675-1630183-1630538-","Conley; Gobert; Reid; McDaniels; Hyland",1610612737,False,"2025-12-31","2.8",-10,2,0,5,"0.0",0,2,"0.0",2,2,"1.0",2,0,1,0,1,1,"2026-02-18 09:33:28.53365-06"
"0022500486","2025-26",1610612750,5,"-203497-1628978-1629675-1630162-1630538-","Gobert; DiVincenzo; Reid; Edwards; Hyland",1610612748,False,"2026-01-03","0.7",1,3,1,1,"1.0",1,1,"1.0",0,0,"0.0",0,0,0,0,0,2,"2026-02-18 09:33:32.677518-06"
"0022500486","2025-26",1610612750,5,"-201144-203497-203944-1630162-1630538-","Conley; Gobert; Randle; Edwards; Hyland",1610612748,False,"2026-01-03","0.466667",0,0,0,1,"0.0",0,1,"0.0",0,0,"0.0",0,0,0,0,0,0,"2026-02-18 09:33:32.677518-06"
"0022500486","2025-26",1610612750,5,"-201144-203497-203944-1630162-1641740-","Conley; Gobert; Randle; Edwards; Clark",1610612748,False,"2026-01-03","0.451667",0,0,0,0,"0.0",0,0,"0.0",0,0,"0.0",2,0,2,0,0,0,"2026-02-18 09:33:32.677518-06"
"0022500486","2025-26",1610612750,5,"-203944-1629675-1630183-1630538-1641740-","Randle; Reid; McDaniels; Hyland; Clark",1610612748,False,"2026-01-03","0.45",-2,0,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,0,0,0,0,"2026-02-18 09:33:32.677518-06"
"0022500486","2025-26",1610612750,5,"-201144-203944-1629675-1630162-1641740-","Conley; Randle; Reid; Edwards; Clark",1610612748,False,"2026-01-03","0.166667",1,1,0,0,"0.0",0,0,"0.0",1,2,"0.5",0,0,0,0,0,0,"2026-02-18 09:33:32.677518-06"
"0022500498","2025-26",1610612750,5,"-201144-203944-1629675-1630538-1641740-","Conley; Randle; Reid; Hyland; Clark",1610612764,False,"2026-01-04","2.75",1,7,2,4,"0.5",1,2,"0.5",2,2,"1.0",1,2,0,0,0,1,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-1628978-1629675-1630538-1631159-1641740-","DiVincenzo; Reid; Hyland; Miller; Clark",1610612764,False,"2026-01-04","1.95",-2,3,1,3,"0.333",1,3,"0.333",0,0,"0.0",3,0,3,1,0,1,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-203497-203944-1630162-1630538-1641740-","Gobert; Randle; Edwards; Hyland; Clark",1610612764,False,"2026-01-04","1.833333",0,6,3,4,"0.75",0,1,"0.0",0,1,"0.0",2,2,0,0,1,0,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-203497-1628978-1629675-1630183-1630538-","Gobert; DiVincenzo; Reid; McDaniels; Hyland",1610612764,False,"2026-01-04","1.583333",3,3,1,7,"0.143",0,3,"0.0",1,2,"0.5",6,1,0,1,0,1,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-201144-203944-1629675-1630183-1630538-","Conley; Randle; Reid; McDaniels; Hyland",1610612764,False,"2026-01-04","1.5",-4,3,1,2,"0.5",0,1,"0.0",1,2,"0.5",0,1,0,0,0,1,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-203944-1628978-1629675-1630538-1641740-","Randle; DiVincenzo; Reid; Hyland; Clark",1610612764,False,"2026-01-04","1.466667",8,10,4,4,"1.0",2,2,"1.0",0,0,"0.0",0,2,0,2,0,1,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-203497-1628978-1630162-1630183-1641740-","Gobert; DiVincenzo; Edwards; McDaniels; Clark",1610612764,False,"2026-01-04","1.466667",4,8,1,2,"0.5",0,0,"0.0",6,6,"1.0",2,1,0,0,0,1,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-204060-1630538-1630548-1631159-1641740-","Ingles; Hyland; Juzang; Miller; Clark",1610612764,False,"2026-01-04","1.416667",4,6,2,3,"0.667",0,0,"0.0",2,2,"1.0",2,1,0,0,1,0,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-201144-203944-1629675-1630162-1641740-","Conley; Randle; Reid; Edwards; Clark",1610612764,False,"2026-01-04","1.183333",2,7,3,3,"1.0",1,1,"1.0",0,0,"0.0",0,2,0,0,0,0,"2026-02-18 09:33:42.80654-06"
"0022500498","2025-26",1610612750,5,"-203497-1630162-1630183-1630538-1641740-","Gobert; Edwards; McDaniels; Hyland; Clark",1610612764,False,"2026-01-04","0.816667",-1,2,0,0,"0.0",0,0,"0.0",2,2,"1.0",0,0,0,0,0,0,"2026-02-18 09:33:42.80654-06"
"0022500293","2025-26",1610612750,5,"-201144-203944-1628978-1629675-1630183-","Conley; Randle; DiVincenzo; Reid; McDaniels",1610612738,True,"2025-11-29","2.283333",2,7,3,4,"0.75",1,1,"1.0",0,0,"0.0",2,3,1,0,0,1,"2026-02-18 09:31:55.675722-06"
